OBJECTID *,Symbol,Description,Symbol_Description,FGDCPageNumber,AzimuthMeasurementConvention,PointOfObservation,FGDC_Symbols_ID,created_user,created_date,last_edited_user,last_edited_date
792,7.2,"Inclined disjunctive, symmetric crenulation cleavage—Showing strike and dip.","07.20 Inclined disjunctive, symmetric crenulation cleavage—Showing strike and dip.",A-7-1,dip direction,center,FGDC0792,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
793,7.21,"Vertical or near-vertical disjunctive, symmetric crenulation cleavage—Showing strike.","07.21 Vertical or near-vertical disjunctive, symmetric crenulation cleavage—Showing strike.",A-7-1,strike,center,FGDC0793,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
794,7.22,"Inclined (dip direction to right) disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.22 Inclined (dip direction to right) disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0794,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
795,7.23,"Inclined (dip direction to left) disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.23 Inclined (dip direction to left) disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-1,dip direction,tail,FGDC0795,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
796,7.24,"Vertical or near-vertical disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike.","07.24 Vertical or near-vertical disjunctive, symmetric crenulation cleavage, for multiple observations at one locality—Showing strike.",A-7-1,strike,tail,FGDC0796,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
797,7.25,"Horizontal disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage.","07.25 Horizontal disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage.",A-7-2,not applicable,center,FGDC0797,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
798,7.26,"Inclined disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage—Showing strike and dip.","07.26 Inclined disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage—Showing strike and dip.",A-7-2,dip direction,center,FGDC0798,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
799,7.27,"Vertical or near-vertical disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage—Showing strike.","07.27 Vertical or near-vertical disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage—Showing strike.",A-7-2,strike,center,FGDC0799,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
800,7.28,"Inclined (dip direction to right) disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.28 Inclined (dip direction to right) disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-2,dip direction,tail,FGDC0800,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
801,7.29,"Inclined (dip direction to left) disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.29 Inclined (dip direction to left) disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-2,dip direction,tail,FGDC0801,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
802,7.3,"Vertical or near-vertical disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike.","07.30 Vertical or near-vertical disjunctive, asymmetric (S-shaped, counterclockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike.",A-7-2,strike,tail,FGDC0802,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
803,7.31,"Horizontal disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage.","07.31 Horizontal disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage.",A-7-2,not applicable,center,FGDC0803,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
804,7.32,"Inclined disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage—Showing strike and dip.","07.32 Inclined disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage—Showing strike and dip.",A-7-2,dip direction,center,FGDC0804,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
805,7.33,"Vertical or near-vertical disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage—Showing strike.","07.33 Vertical or near-vertical disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage—Showing strike.",A-7-2,strike,center,FGDC0805,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
806,7.34,"Inclined (dip direction to right) disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.34 Inclined (dip direction to right) disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-2,dip direction,tail,FGDC0806,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
807,7.35,"Inclined (dip direction to left) disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.","07.35 Inclined (dip direction to left) disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike and dip.",A-7-2,dip direction,tail,FGDC0807,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
808,7.36,"Vertical or near-vertical disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike.","07.36 Vertical or near-vertical disjunctive, asymmetric (Z-shaped, clockwise sense of shear) crenulation cleavage, for multiple observations at one locality—Showing strike.",A-7-2,strike,tail,FGDC0808,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
809,08.01.01,Horizontal generic (origin not known or not specified) foliation.,08.01.01 Horizontal generic (origin not known or not specified) foliation.,A-8-1,not applicable,center,FGDC0809,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
810,08.01.02,Inclined generic (origin not known or not specified) foliation—Showing strike and dip.,08.01.02 Inclined generic (origin not known or not specified) foliation—Showing strike and dip.,A-8-1,dip direction,center,FGDC0810,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
811,08.01.03,Vertical generic (origin not known or not specified) foliation—Showing strike.,08.01.03 Vertical generic (origin not known or not specified) foliation—Showing strike.,A-8-1,strike,center,FGDC0811,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
812,08.01.04,"Inclined (dip direction to right) generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike and dip.","08.01.04 Inclined (dip direction to right) generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike and dip.",A-8-1,dip direction,tail,FGDC0812,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
813,08.01.05,"Inclined (dip direction to left) generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike and dip.","08.01.05 Inclined (dip direction to left) generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike and dip.",A-8-1,dip direction,tail,FGDC0813,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
814,08.01.06,"Vertical generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike.","08.01.06 Vertical generic (origin not known or not specified) foliation, for multiple observations at one locality—Showing strike.",A-8-1,strike,tail,FGDC0814,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
815,08.02.01,Massive igneous rock.,08.02.01 Massive igneous rock.,A-8-1,not applicable,not applicable,FGDC0815,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
816,08.02.02,"Horizontal flow banding, lamination, layering, or foliation in igneous rock.","08.02.02 Horizontal flow banding, lamination, layering, or foliation in igneous rock.",A-8-1,not applicable,center,FGDC0816,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
817,08.02.03,"Inclined flow banding, lamination, layering, or foliation in igneous rock—Showing strike and dip.","08.02.03 Inclined flow banding, lamination, layering, or foliation in igneous rock—Showing strike and dip.",A-8-1,dip direction,center,FGDC0817,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
818,08.02.04,"Vertical flow banding, lamination, layering, or foliation in igneous rock—Showing strike.","08.02.04 Vertical flow banding, lamination, layering, or foliation in igneous rock—Showing strike.",A-8-1,strike,center,FGDC0818,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
819,08.02.05,"Inclined (dip direction to right) flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike and dip.","08.02.05 Inclined (dip direction to right) flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike and dip.",A-8-1,dip direction,tail,FGDC0819,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
820,08.02.06,"Inclined (dip direction to left) flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike and dip.","08.02.06 Inclined (dip direction to left) flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike and dip.",A-8-1,dip direction,tail,FGDC0820,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
821,08.02.07,"Vertical flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike.","08.02.07 Vertical flow banding, lamination, layering, or foliation in igneous rock, for multiple observations at one locality—Showing strike.",A-8-1,strike,tail,FGDC0821,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
822,08.02.08,"Inclined crinkled or deformed flow banding, lamination, layering, or foliation in igneous rock—Showing approximate strike and dip.","08.02.08 Inclined crinkled or deformed flow banding, lamination, layering, or foliation in igneous rock—Showing approximate strike and dip.",A-8-1,dip direction,center,FGDC0822,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
823,08.02.09,"Vertical or near-vertical crinkled or deformed flow banding, lamination, layering, or foliation in igneous rock—Showing approximate strike.","08.02.09 Vertical or near-vertical crinkled or deformed flow banding, lamination, layering, or foliation in igneous rock—Showing approximate strike.",A-8-1,strike,center,FGDC0823,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
824,08.02.10,Horizontal cumulate foliation.,08.02.10 Horizontal cumulate foliation.,A-8-1,not applicable,center,FGDC0824,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
825,08.02.11,Inclined cumulate foliation—Showing strike and dip.,08.02.11 Inclined cumulate foliation—Showing strike and dip.,A-8-1,dip direction,center,FGDC0825,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
826,08.02.12,Vertical cumulate foliation—Showing strike.,08.02.12 Vertical cumulate foliation—Showing strike.,A-8-1,strike,center,FGDC0826,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
827,08.02.13,Overturned cumulate foliation—Showing strike and dip.,08.02.13 Overturned cumulate foliation—Showing strike and dip.,A-8-1,dip direction,center,FGDC0827,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
828,08.02.14,"Inclined cumulate foliation, where top direction of layers is known from local features—Showing strike and dip.","08.02.14 Inclined cumulate foliation, where top direction of layers is known from local features—Showing strike and dip.",A-8-1,dip direction,center,FGDC0828,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
829,08.02.15,"Vertical cumulate foliation, where top direction of layers is known from local features—Showing strike. Ball shows top direction.","08.02.15 Vertical cumulate foliation, where top direction of layers is known from local features—Showing strike. Ball shows top direction.",A-8-1,strike,center,FGDC0829,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
830,08.02.16,"Overturned cumulate foliation, where top direction of layers is known from local features—Showing strike and dip.","08.02.16 Overturned cumulate foliation, where top direction of layers is known from local features—Showing strike and dip.",A-8-1,dip direction,center,FGDC0830,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
831,08.02.17,Inclined crinkled or deformed cumulate foliation—Showing approximate strike and dip.,08.02.17 Inclined crinkled or deformed cumulate foliation—Showing approximate strike and dip.,A-8-2,dip direction,center,FGDC0831,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
832,08.02.18,Vertical or near-vertical crinkled or deformed cumulate foliation—Showing approximate strike.,08.02.18 Vertical or near-vertical crinkled or deformed cumulate foliation—Showing approximate strike.,A-8-2,strike,center,FGDC0832,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
833,08.02.19,Horizontal eutaxitic foliation.,08.02.19 Horizontal eutaxitic foliation.,A-8-2,not applicable,center,FGDC0833,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
834,08.02.20,Inclined eutaxitic foliation—Showing strike and dip.,08.02.20 Inclined eutaxitic foliation—Showing strike and dip.,A-8-2,dip direction,center,FGDC0834,ADUNN,1/19/2024 21:46,ADUNN,4/5/2024 15:20
